id_cliente,nome_cliente,email,saldo_da_conta,tem_cartao_credito,tem_seguro,tem_clube_livelo,bandeira_cartao,nome_cartao_credito,qto_tempo_sem_movimentar_conta,opt_in_out,idade,genero,profissao,renda_presumida,id_endereco,cep_num,cep_formatado,uf,cidade,bairro,tipo_logradouro,logradouro,latitude,longitude,h3_res6,h3_res8
470,Fabio Santos,37354.3545@email.com,113212,Sim,Sim,Sim,VISA,Platinum,87,Sim,37,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
471,Carolina Gomes,37479.4796@email.com,182158,Nao,Nao,Sim,null,null,3,Sim,19,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
472,Ricardo Silva,38457.4578@email.com,39762,Sim,Sim,Nao,Mastercard,DUX,111,Sim,45,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
473,Fernanda Araujo,38669.6693@email.com,127723,Nao,Sim,Sim,null,null,54,Nao,47,M,Funcionario Publico,20000,473,20220640,20220-640,RJ,RIO DE JANEIRO,SANTO CRISTO,RUA,FARNESE,-24.293404601636865,-47.55040756670784,86a8151a7ffffff,88a8151849fffff
474,Lucas Costa,38993.9936@email.com,58484,Sim,Sim,Sim,VISA,DUX,114,Sim,23,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
475,Ricardo Rodrigues,39553.5531@email.com,167410,Sim,Sim,Sim,VISA,Connect,75,Sim,59,M,Prof Liberal,10000,475,20220660,20220-660,RJ,RIO DE JANEIRO,SANTO CRISTO,RUA,NABUCO DE FREITAS,-20.546936908653475,-45.5029991832889,86a8ab9a7ffffff,88a8a86593fffff
476,Vanessa Gomes,39907.9073@email.com,83495,Nao,Sim,Nao,null,null,22,Sim,72,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
477,Larissa Barbosa,41484.4841@email.com,183323.5,Nao,Nao,Sim,null,null,76,Sim,20,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
478,Diego Pereira,41580.5801@email.com,51285,Sim,Sim,Nao,VISA,Infinite,16,Sim,21,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
479,Carolina Rodrigues,41792.7925@email.com,162951,Sim,Sim,Sim,VISA,DUX,118,Sim,84,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
480,Priscila Lima,42174.1748@email.com,106472.5,Sim,Sim,Sim,Mastercard,DUX,109,Sim,79,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
481,Camila Almeida,42772.7728@email.com,114505,Sim,Sim,Sim,VISA,Connect,48,Sim,34,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
482,Vanessa Lima,42856.8564@email.com,49912.5,Nao,Sim,Sim,null,null,104,Sim,35,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
483,Pedro Oliveira,42872.8726@email.com,100321,Sim,Sim,Sim,VISA,Infinite,87,Sim,61,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
484,Camila Barbosa,44448.4482@email.com,161385,Sim,Sim,Nao,VISA,DUX,146,Sim,21,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
485,Matheus Silva,44468.4689@email.com,99758,Sim,Sim,Nao,VISA,DUX,97,Sim,68,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
486,Fernando Santos,45051.0512@email.com,86742,Sim,Nao,Sim,Mastercard,Platinum,131,Nao,74,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
487,Priscila Lima,45065.0650@email.com,58996,Nao,Nao,Sim,null,null,40,Sim,77,F,Prof Liberal,2000,487,20220800,20220-800,RJ,RIO DE JANEIRO,SANTO CRISTO,AVENIDA,PROFESSOR PEREIRA REIS,-20.31955978250375,-46.7761870624247,86a8a9317ffffff,88a8a93103fffff
488,Renato Santos,45487.4870@email.com,161677,Sim,Sim,Sim,VISA,Platinum,15,Sim,32,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
489,Fernanda Teixeira,46470.4703@email.com,193483,Sim,Sim,Nao,VISA,Infinite,30,Sim,65,F,Autonomo,20000,489,20221005,20221-005,RJ,RIO DE JANEIRO,GAMBOA,RUA,NOEMIA,-21.186051946471167,-46.266279919828065,86a8ad6a7ffffff,88a8ad6a29fffff
490,Juliana Santos,47043.0433@email.com,135962,Nao,Sim,Nao,null,null,28,Nao,64,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
491,Renato Araujo,47092.0921@email.com,211474,Nao,Nao,Sim,null,null,80,Nao,73,M,Estudante,11000,491,20221030,20221-030,RJ,RIO DE JANEIRO,CENTRO,PRACA,PROCOPIO FERREIRA,-20.930920071921882,-44.53791345108611,86a8aa817ffffff,88a8aa8135fffff
492,Isabela Oliveira,47409.4097@email.com,161457,Sim,Nao,Sim,VISA,Platinum,102,Sim,20,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
493,Helena Oliveira,47783.7839@email.com,124637,Nao,Sim,Sim,null,null,99,Sim,40,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
494,Camila Ribeiro,47807.8070@email.com,170863.5,Sim,Sim,Sim,Mastercard,DUX,86,Sim,79,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
495,Vanessa Pereira,49717.7179@email.com,35249,Sim,Nao,Sim,VISA,Connect,7,Sim,36,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
496,Juliana Barbosa,50886.8866@email.com,29388.5,Nao,Sim,Sim,null,null,146,Nao,58,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
497,Bruno Souza,51382.3829@email.com,203904.5,Sim,Sim,Sim,Mastercard,Infinite,75,Sim,48,M,Prof Liberal,16000,497,20221090,20221-090,RJ,RIO DE JANEIRO,GAMBOA,LADEIRA,MADRE DE DEUS,-19.84232346149076,-52.96613183429772,86a856237ffffff,88a8562301fffff
498,Fernando Martins,51477.4779@email.com,98362,Sim,Sim,Sim,Mastercard,Gold,116,Sim,55,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
499,Beatriz Araujo,51588.5888@email.com,74665.5,Sim,Sim,Sim,Mastercard,Platinum,61,Sim,50,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
500,Tatiana Oliveira,51752.7529@email.com,181282,Sim,Sim,Sim,VISA,Infinite,107,Sim,40,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
501,Ana Lima,ana.9046@email.com,39420,Nao,Sim,Sim,null,null,53,Sim,34,M,Autonomo,17000,501,20221130,20221-130,RJ,RIO DE JANEIRO,GAMBOA,RUA,DO MONTE,-21.575974329549222,-49.58660338516616,86a81d62fffffff,88a81d62a1fffff
502,Helena Barbosa,51917.9172@email.com,51511,Sim,Sim,Sim,VISA,DUX,92,Sim,62,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
503,Denise Teixeira,52233.2333@email.com,15586,Sim,Sim,Sim,VISA,Connect,35,Sim,21,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
504,Renata Ribeiro,52453.4532@email.com,33832,Nao,Nao,Sim,null,null,14,Sim,34,M,Prof Liberal,14000,504,20221170,20221-170,RJ,RIO DE JANEIRO,GAMBOA,RUA,CUNHA BARBOSA,-20.54584378996504,-44.48294147750299,86a8aa00fffffff,88a8aa00ebfffff
505,Gabriela Ferreira,52875.8758@email.com,126388,Sim,Sim,Sim,Mastercard,Platinum,118,Sim,50,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
506,Tatiana Pereira,53355.3554@email.com,124108.5,Sim,Sim,Sim,VISA,Platinum,46,Sim,39,M,Prof Liberal,13000,506,20221192,20221-192,RJ,RIO DE JANEIRO,GAMBOA,RUA,DO LIVRAMENTO - ATE 129 - LADO IMPAR,-21.82349427257945,-45.562813612265195,86a8ac74fffffff,88a8ac74ebfffff
507,Tatiana Costa,53568.5686@email.com,157170,Nao,Sim,Sim,null,null,12,Sim,82,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
508,Beatriz Barbosa,53622.6227@email.com,115187,Sim,Nao,Sim,Mastercard,DUX,92,Sim,65,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
509,Simone Araujo,53886.8867@email.com,108378.5,Nao,Sim,Sim,null,null,61,Sim,51,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
510,Thiago Ribeiro,53988.9884@email.com,62813,Sim,Nao,Sim,VISA,Platinum,85,Sim,52,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
511,Larissa Pereira,54114.1147@email.com,49486,Sim,Sim,Nao,VISA,DUX,32,Sim,78,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
512,Natalia Gomes,54401.4018@email.com,77383.5,Sim,Sim,Sim,Mastercard,Platinum,82,Sim,85,M,Prof Liberal,7000,512,20221220,20221-220,RJ,RIO DE JANEIRO,GAMBOA,RUA,ALFREDO DOLABELA PORTELA,-24.704098441067238,-52.070234741567354,86a82e3afffffff,88a82e3a85fffff
513,Marcos Barbosa,55531.5319@email.com,97953.5,Nao,Sim,Sim,null,null,54,Sim,66,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
514,Samuel Pereira,55719.7199@email.com,182754,Nao,Sim,Sim,null,null,136,Sim,63,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
515,Ricardo Araujo,56013.0130@email.com,122350,Nao,Sim,Sim,null,null,30,Sim,36,M,Autonomo,9000,515,20221250,20221-250,RJ,RIO DE JANEIRO,CENTRO,PRACA,CRISTIANO OTTONI,-22.474138926709497,-48.18100902579903,86a81c417ffffff,88a81c4139fffff
516,Fernanda Teixeira,56060.0603@email.com,39483,Nao,Sim,Nao,null,null,44,Sim,82,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
517,Renata Oliveira,56847.8479@email.com,141224,Sim,Sim,Sim,VISA,Infinite,35,Sim,34,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
518,Camila Oliveira,57038.0386@email.com,79004,Sim,Sim,Sim,Mastercard,Infinite,61,Sim,25,M,Funcionario Publico,22000,518,20221280,20221-280,RJ,RIO DE JANEIRO,CENTRO,RUA,MARCILIO DIAS,-20.964978994710496,-49.74911317421918,86a819157ffffff,88a8191093fffff
519,Patricia Souza,57337.3377@email.com,141344,Nao,Nao,Nao,null,null,118,Sim,74,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
520,Gabriela Teixeira,57348.3486@email.com,181171,Sim,Sim,Sim,Mastercard,Platinum,89,Sim,77,M,Funcionario Publico,22000,520,20221291,20221-291,RJ,RIO DE JANEIRO,CENTRO,RUA,SENADOR POMPEU - DE 099 AO FIM - LADO IMPAR,-22.487859897703693,-50.85146570385221,86a80e157ffffff,88a80e1543fffff
521,Camila Melo,58650.6502@email.com,101625,Nao,Sim,Sim,null,null,103,Sim,63,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
522,Beatriz Teixeira,58823.8235@email.com,73887,Sim,Sim,Nao,VISA,Infinite,74,Sim,71,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
523,Larissa Rodrigues,58996.9963@email.com,118726,Sim,Nao,Sim,Mastercard,Connect,91,Sim,30,M,Aposentado,18000,523,20221320,20221-320,RJ,RIO DE JANEIRO,GAMBOA,TRAVESSA,DO BARROSO,-20.121654257399857,-48.089993779526935,86a8f4b2fffffff,88a8f4b283fffff
524,Samuel Lima,59254.2546@email.com,123174,Sim,Sim,Nao,VISA,Platinum,38,Sim,66,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
525,Andre Barbosa,59319.3196@email.com,53321,Sim,Sim,Sim,VISA,Connect,110,Sim,36,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
526,Maria Almeida,59603.6037@email.com,79261,Sim,Sim,Sim,VISA,Connect,78,Sim,30,M,Funcionario Publico,22000,526,20221350,20221-350,RJ,RIO DE JANEIRO,GAMBOA,LARGO,DA CAPELA,-23.455557608835136,-52.5647331902555,86a82bcc7ffffff,88a82bcc39fffff
527,Jorge Teixeira,59926.9268@email.com,23793,Sim,Nao,Sim,Mastercard,Platinum,121,Nao,26,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
528,Larissa Pereira,59935.9353@email.com,103305.5,Sim,Sim,Sim,VISA,Gold,131,Nao,76,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
529,Fabio Martins,60020.0206@email.com,127683.5,Nao,Sim,Sim,null,null,122,Nao,18,M,Prof Liberal,2000,529,20221380,20221-380,RJ,RIO DE JANEIRO,GAMBOA,LADEIRA,DO FARIA,-21.618130384371543,-45.78982880858005,86a8ac2dfffffff,88a8ac2da3fffff
530,Isabela Souza,60355.3556@email.com,60657,Sim,Sim,Sim,VISA,Platinum,146,Nao,36,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
531,Ana Souza,ana.7379@email.com,131928,Sim,Sim,Sim,Mastercard,Gold,21,Nao,27,M,Prof Liberal,9000,531,20221400,20221-400,RJ,RIO DE JANEIRO,CENTRO,RUA,VISCONDE DA GAVEA,-23.486913871813343,-46.04625479215728,86a812b27ffffff,88a812b201fffff
532,Camila Costa,60865.8653@email.com,186263.5,Sim,Sim,Nao,VISA,Platinum,58,Nao,57,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
533,Samuel Souza,61420.4201@email.com,196954,Nao,Sim,Sim,null,null,94,Sim,30,F,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
534,Gabriela Nascimento,61667.6676@email.com,75788,Sim,Nao,Sim,VISA,Platinum,1,Sim,74,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
535,Renata Costa,61910.9103@email.com,132740.5,Nao,Nao,Sim,null,null,60,Sim,21,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
536,Gabriela Gomes,62052.0524@email.com,141377.5,Sim,Nao,Nao,VISA,Platinum,35,Sim,49,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
537,Claudia Lima,62899.8997@email.com,76934,Nao,Sim,Sim,null,null,72,Sim,21,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
538,Juliana Martins,62944.9448@email.com,145493,Nao,Nao,Sim,null,null,90,Sim,70,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
539,Ana Carvalho,ana.4560@email.com,43280,Sim,Sim,Sim,VISA,Infinite,66,Sim,25,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
540,Camila Nascimento,63969.9692@email.com,147485,Sim,Sim,Sim,Mastercard,Platinum,5,Sim,64,M,Prof Liberal,21000,540,20230010,20230-010,RJ,RIO DE JANEIRO,CENTRO,RUA,RIACHUELO - ATE 195 - LADO IMPAR,-24.148058058497593,-47.42580077992456,86a81554fffffff,88a8155485fffff
541,Vanessa Oliveira,64216.2162@email.com,95989,Sim,Sim,Sim,Mastercard,DUX,52,Sim,73,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
542,Lucas Melo,65803.8038@email.com,128384,Nao,Sim,Nao,null,null,22,Sim,32,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
543,Ana Pereira,ana.0273@email.com,153449.5,Sim,Nao,Nao,VISA,DUX,147,Sim,40,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
544,Beatriz Ferreira,67258.2588@email.com,31027,Sim,Sim,Sim,VISA,Connect,112,Sim,72,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
545,Denise Oliveira,68208.2083@email.com,112674,Sim,Sim,Sim,VISA,DUX,58,Sim,86,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
546,Andre Rodrigues,68316.3162@email.com,135541,Nao,Sim,Sim,null,null,104,Sim,21,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
547,Diego Teixeira,68631.6315@email.com,119755,Nao,Sim,Sim,null,null,95,Nao,81,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
548,Lucas Nascimento,68694.6946@email.com,112124,Nao,Sim,Nao,null,null,122,Sim,36,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
549,Samuel Barbosa,69664.6649@email.com,147674,Sim,Nao,Sim,VISA,Infinite,47,Sim,29,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
550,Carolina Costa,69869.8690@email.com,79998,Nao,Nao,Sim,null,null,70,Sim,72,M,Prof Liberal,7000,550,20230027,20230-027,RJ,RIO DE JANEIRO,CENTRO,RUA,WASHINGTON LUIS - DE 60 AO FIM - LADO PAR,-22.39664292310118,-47.880861088724465,86a81e877ffffff,88a81e872bfffff
551,Tatiana Oliveira,69952.9522@email.com,155297,Sim,Sim,Sim,VISA,DUX,69,Sim,61,M,Prof Liberal,1000,551,20230030,20230-030,RJ,RIO DE JANEIRO,SANTA TERESA,LADEIRA,DO CASTRO,-23.12635542381805,-45.21849013012044,86a812477ffffff,88a8124707fffff
552,Fabio Moreira,71583.5830@email.com,178092,Sim,Nao,Sim,Mastercard,Gold,76,Sim,61,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
553,Natalia Oliveira,71860.8609@email.com,180819,Sim,Sim,Sim,VISA,Connect,2,Nao,86,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
554,Larissa Oliveira,73618.6181@email.com,195406,Sim,Sim,Sim,Mastercard,DUX,39,Sim,34,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
555,Gustavo Rodrigues,73753.7530@email.com,108869,Sim,Sim,Sim,Mastercard,Connect,119,Sim,74,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
556,Gabriela Lima,73993.9936@email.com,185668,Sim,Nao,Sim,VISA,DUX,146,Nao,74,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
557,Claudia Silva,74120.1203@email.com,163807,Sim,Sim,Sim,Mastercard,DUX,106,Sim,67,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
558,Beatriz Almeida,74244.2442@email.com,198147,Sim,Sim,Sim,VISA,Gold,46,Sim,20,M,Prof Liberal,21000,558,20230100,20230-100,RJ,RIO DE JANEIRO,SANTA TERESA,RUA,SILVIO ROMERO,-23.330497939424077,-52.91795320984656,86a82b157ffffff,88a82b1535fffff
559,Simone Martins,74321.3213@email.com,25693,Sim,Nao,Nao,Mastercard,Gold,18,Nao,47,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
560,Priscila Souza,74871.8716@email.com,78736,Sim,Nao,Sim,Mastercard,Platinum,29,Sim,29,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
561,Camila Melo,74997.9978@email.com,42004.5,Sim,Sim,Sim,Mastercard,Gold,13,Sim,57,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
562,Gabriela Lima,75540.5408@email.com,156228,Nao,Sim,Nao,null,null,98,Sim,31,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
563,Beatriz Rodrigues,76045.0458@email.com,186547,Sim,Nao,Sim,Mastercard,DUX,102,Sim,42,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
564,Denise Melo,76854.8546@email.com,41395,Sim,Sim,Nao,VISA,Platinum,4,Sim,28,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
565,Ana Gomes,ana.9055@email.com,104820,Nao,Sim,Nao,null,null,147,Sim,71,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
566,Lucas Melo,77024.0248@email.com,148884,Sim,Sim,Sim,VISA,Infinite,123,Nao,65,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
567,Juliana Almeida,77713.7132@email.com,96462,Nao,Nao,Sim,null,null,125,Sim,84,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
568,Fernanda Oliveira,78094.0947@email.com,179783,Sim,Sim,Nao,Mastercard,Infinite,23,Sim,70,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
569,Fernanda Moreira,78572.5729@email.com,119590,Sim,Sim,Sim,VISA,Connect,50,Sim,75,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
570,Leonardo Souza,80153.1530@email.com,122534.5,Sim,Sim,Sim,Mastercard,Platinum,118,Sim,63,M,Prof Liberal,13000,570,20230192,20230-192,RJ,RIO DE JANEIRO,CENTRO,RUA,GENERAL CALDWELL - ATE 215 - LADO IMPAR,-21.556454765441348,-47.36261403098371,86a81e68fffffff,88a81e68b1fffff
571,Vanessa Oliveira,80261.2612@email.com,94909,Sim,Sim,Sim,Mastercard,Infinite,50,Sim,68,M,Funcionario Publico,10000,571,20230193,20230-193,RJ,RIO DE JANEIRO,CENTRO,RUA,GENERAL CALDWELL - ATE 252 - LADO PAR,-24.995485424918968,-48.38365584460961,86a806d8fffffff,88a806d8d1fffff
572,Gabriela Teixeira,80415.4153@email.com,3328,Sim,Sim,Nao,Mastercard,Infinite,21,Sim,83,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
573,Patricia Silva,80812.8128@email.com,104084,Nao,Sim,Sim,null,null,94,Nao,37,M,Funcionario Publico,11000,573,20230195,20230-195,RJ,RIO DE JANEIRO,CENTRO,RUA,GENERAL CALDWELL - DE 254 AO FIM - LADO PAR,-24.19815159175168,-52.01205239092079,86a82a81fffffff,88a82a819bfffff
574,Ricardo Santos,81176.1764@email.com,34202.5,Sim,Sim,Sim,VISA,Platinum,18,Sim,67,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
575,Denise Gomes,81275.2750@email.com,193355,Nao,Nao,Sim,null,null,46,Nao,60,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
576,Fernando Pereira,81546.5464@email.com,80642,Sim,Nao,Sim,VISA,DUX,122,Sim,64,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
577,Tatiana Martins,82228.2287@email.com,48010,Sim,Nao,Sim,VISA,Connect,56,Sim,66,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
578,Rafael Nascimento,82773.7739@email.com,113086,Nao,Sim,Sim,null,null,121,Sim,47,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
579,Patricia Melo,83323.3232@email.com,88084,Nao,Sim,Sim,null,null,53,Sim,46,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
580,Carolina Teixeira,83541.5412@email.com,118769.5,Nao,Sim,Sim,null,null,113,Sim,82,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
581,Eduardo Carvalho,84110.1100@email.com,101071,Nao,Sim,Sim,null,null,2,Sim,51,M,Autonomo,8000,581,20231000,20231-000,RJ,RIO DE JANEIRO,CENTRO,RUA,DO SENADO - ATE 88/089,-23.99293848877232,-48.80680666192228,86a80298fffffff,88a802989bfffff
582,Simone Ribeiro,84727.7274@email.com,157273,Sim,Sim,Sim,VISA,Connect,2,Sim,38,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
583,Maria Souza,85213.2137@email.com,203630,Sim,Sim,Sim,Mastercard,Infinite,113,Sim,62,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
584,Eduardo Pereira,85638.6381@email.com,9871,Nao,Sim,Nao,null,null,84,Sim,28,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
585,Isabela Rodrigues,86295.2951@email.com,44939,Sim,Sim,Sim,VISA,Gold,25,Sim,33,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
586,Claudia Costa,86356.3569@email.com,157294,Sim,Sim,Sim,Mastercard,Platinum,15,Nao,38,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
587,Carlos Almeida,carlos.7773@email.com,111520,Sim,Sim,Sim,Mastercard,Connect,49,Sim,34,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
588,Juliana Martins,86976.9760@email.com,169062,Sim,Sim,Sim,VISA,Infinite,41,Sim,35,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
589,Denise Santos,88445.4454@email.com,161324,Sim,Nao,Sim,VISA,Platinum,129,Sim,34,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
590,Priscila Martins,88548.5483@email.com,17314,Nao,Sim,Sim,null,null,57,Sim,49,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
591,Simone Teixeira,88668.6689@email.com,12313,Nao,Sim,Nao,null,null,12,Sim,55,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
592,Claudia Ribeiro,88831.8310@email.com,160491.5,Sim,Sim,Sim,Mastercard,Platinum,91,Sim,69,M,Estudante,17000,592,20231030,20231-030,RJ,RIO DE JANEIRO,CENTRO,AVENIDA,HENRIQUE VALADARES - ATE 138/139,-21.909622118157845,-47.63254835371683,86a81e0c7ffffff,88a81e0c03fffff
593,Isabela Oliveira,89045.0455@email.com,53697,Sim,Sim,Sim,VISA,DUX,66,Sim,19,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
594,Rafael Melo,89571.5718@email.com,165346,Sim,Sim,Nao,Mastercard,Platinum,117,Sim,43,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
595,Beatriz Oliveira,89592.5922@email.com,12207,Sim,Sim,Sim,Mastercard,Platinum,83,Sim,58,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
596,Vanessa Ribeiro,89709.7097@email.com,59149,Sim,Sim,Nao,Mastercard,DUX,4,Sim,52,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
597,Lucas Santos,91550.5501@email.com,146836,Sim,Sim,Sim,Mastercard,DUX,98,Sim,33,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
598,Simone Nascimento,92077.0770@email.com,115493,Nao,Sim,Sim,null,null,34,Sim,30,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
599,Claudia Martins,92208.2083@email.com,80074,Sim,Nao,Sim,VISA,Connect,126,Sim,43,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
600,Helena Rodrigues,92418.4186@email.com,11165,Sim,Sim,Sim,Mastercard,Platinum,48,Sim,54,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
601,Tatiana Melo,94471.4710@email.com,19490,Nao,Sim,Sim,null,null,48,Sim,31,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
602,Ana Ribeiro,ana.1846@email.com,110477.5,Sim,Sim,Sim,Mastercard,Platinum,25,Sim,21,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
603,Juliana Carvalho,95354.3540@email.com,42306,Sim,Sim,Sim,Mastercard,Infinite,95,Sim,36,M,Prof Liberal,13000,603,20231082,20231-082,RJ,RIO DE JANEIRO,CENTRO,RUA,CARLOS SAMPAIO - ATE 227 - LADO IMPAR,-24.20834557776092,-45.09824842170406,86a816417ffffff,88a816411dfffff
604,Fernando Pereira,95556.5560@email.com,145704.5,Sim,Sim,Sim,Mastercard,Gold,111,Nao,47,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
